id,x,y,householdID,realizationID,SERIALNO,NP,FS,VEH,GRPIP,HHT,HINCP,HH_income,HUPAC,MV,PARTNER,FACRP
62289800012,432990.5342,4643079.078,622898,12,622898,0,0,0,0,0,0,0,0,0,0,0
62289800041,454230.1991,4620768.887,622898,41,622898,0,0,0,0,0,0,0,0,0,0,0
62289800122,437468.8857,4640322.002,622898,122,622898,0,0,0,0,0,0,0,0,0,0,0
62298400029,439372.4902,4622543.398,622984,29,622984,4,2,0,0,3,90000,90000,2,4,0,0
62298400053,442921.5677,4637737.625,622984,53,622984,4,2,0,0,3,90000,90000,2,4,0,0
62298400054,445795.4357,4638169.202,622984,54,622984,4,2,0,0,3,90000,90000,2,4,0,0
62372000046,448964.2329,4637293.208,623720,46,623720,5,1,0,41,2,29400,29400,2,3,0,0
62375400044,442456.7554,4632065.659,623754,44,623754,2,1,0,101,3,10400,10400,4,3,0,0
62389000001,444563.0956,4628077.631,623890,1,623890,0,0,0,0,0,0,0,0,0,0,0
62392700058,444262.5072,4639120.867,623927,58,623927,2,2,2,21,5,57000,57000,4,1,2,0
62392700079,445748.2695,4641251.477,623927,79,623927,2,2,2,21,5,57000,57000,4,1,2,0
62392700117,441686.4759,4621100.311,623927,117,623927,2,2,2,21,5,57000,57000,4,1,2,0
62392700170,441182.0303,4620892.243,623927,170,623927,2,2,2,21,5,57000,57000,4,1,2,0
62409400010,447075.9105,4636466.626,624094,10,624094,0,0,0,0,0,0,0,0,0,0,0
62409400011,431652.4356,4643598.893,624094,11,624094,0,0,0,0,0,0,0,0,0,0,0
62417500072,435468.5878,4625218.331,624175,72,624175,0,0,0,0,0,0,0,0,0,0,0
62420400034,440355.315,4639928.016,624204,34,624204,4,2,3,0,3,141400,140100,4,7,0,0
62463000037,440297.7388,4627839.924,624630,37,624630,6,2,3,0,1,123290,100090,2,4,0,0
62463000105,442381.0834,4631960.348,624630,105,624630,6,2,3,0,1,123290,100090,2,4,0,0
62470800063,440596.3459,4625324.601,624708,63,624708,1,2,1,40,4,25000,25000,4,1,0,0
62472200069,444234.745,4641189.022,624722,69,624722,4,2,2,0,1,66000,66000,3,3,0,0
62478400007,436898.414,4643481.743,624784,7,624784,2,2,1,0,1,291000,98000,4,7,0,0
62478400031,444036.8812,4628081.4,624784,31,624784,2,2,1,0,1,291000,98000,4,7,0,0
62478400048,444519.8105,4638578.647,624784,48,624784,2,2,1,0,1,291000,98000,4,7,0,0
62484000162,444467.5187,4638167.468,624840,162,624840,1,2,0,0,6,57000,57000,4,7,0,0
62486500059,437459.7601,4641261.801,624865,59,624865,0,0,0,0,0,0,0,0,0,0,0
62522700010,442207.4924,4625115.992,625227,10,625227,4,2,2,0,1,72000,72000,2,5,0,0
62522700066,439847.6693,4645209.337,625227,66,625227,4,2,2,0,1,72000,72000,2,5,0,0
62601700014,439964.5278,4642217.24,626017,14,626017,1,2,1,29,4,13000,13000,4,2,0,0
62628100013,453659.5159,4617091.534,626281,13,626281,0,0,0,0,0,0,0,0,0,0,0
62651900025,440694.9661,4644398.726,626519,25,626519,0,0,0,0,0,0,0,0,0,0,0
62651900160,442816.8143,4628629.041,626519,160,626519,0,0,0,0,0,0,0,0,0,0,0
62651900162,440567.8112,4640325.499,626519,162,626519,0,0,0,0,0,0,0,0,0,0,0
62674500130,444071.8774,4639983.891,626745,130,626745,4,2,2,0,1,85250,78650,2,3,0,0
62712700079,442536.2194,4627248.153,627127,79,627127,2,2,1,0,1,206000,206000,4,3,0,0
62712700158,442910.1573,4630424.268,627127,158,627127,2,2,1,0,1,206000,206000,4,3,0,0
62727300003,455276.2646,4619651.212,627273,3,627273,1,2,0,0,0,0,6000,0,3,0,0
62727300005,445738.7539,4633759.036,627273,5,627273,1,2,0,0,0,0,6000,0,3,0,0
62727300007,442091.8464,4640642.908,627273,7,627273,1,2,0,0,0,0,6000,0,3,0,0
62739800024,444091.3249,4628079.648,627398,24,627398,2,2,2,0,1,76000,76000,4,7,0,0
62739800119,440303.4753,4640537.114,627398,119,627398,2,2,2,0,1,76000,76000,4,7,0,0
62739800120,442150.6709,4633898.806,627398,120,627398,2,2,2,0,1,76000,76000,4,7,0,0
62739800157,441642.033,4645671,627398,157,627398,2,2,2,0,1,76000,76000,4,7,0,0
62739800241,443599.6956,4650963.184,627398,241,627398,2,2,2,0,1,76000,76000,4,7,0,0
62739800256,444358.9123,4629036.487,627398,256,627398,2,2,2,0,1,76000,76000,4,7,0,0
62759300139,445205.6562,4648481.449,627593,139,627593,4,2,3,0,1,40200,25200,2,4,0,0
62788000037,444756.5129,4632465.614,627880,37,627880,2,2,3,15,7,41500,41500,4,2,4,0
62788000049,444329.9812,4620468.767,627880,49,627880,2,2,3,15,7,41500,41500,4,2,4,0
62836500278,444854.7908,4620613.198,628365,278,628365,1,2,0,0,6,55000,55000,4,7,0,0
62836500318,451513.5281,4622628.88,628365,318,628365,1,2,0,0,6,55000,55000,4,7,0,0
62847400000,453115.4764,4622451.834,628474,0,628474,1,2,1,0,4,459000,454000,4,4,0,0
62847400082,446133.4139,4615960.506,628474,82,628474,1,2,1,0,4,459000,454000,4,4,0,0
62847400132,444096.4204,4622789.679,628474,132,628474,1,2,1,0,4,459000,454000,4,4,0,0
62853500127,449040.9409,4625215.598,628535,127,628535,1,2,1,0,4,40000,40000,4,3,0,0
62854600009,446444.6716,4621110.566,628546,9,628546,1,1,0,38,6,7600,7600,4,3,0,0
62856600019,447487.321,4614664.404,628566,19,628566,1,2,1,21,6,52000,52000,4,5,0,0
62864000049,446176.4047,4621589.902,628640,49,628640,0,0,0,0,0,0,0,0,0,0,0
62904900122,437740.3772,4628911.376,629049,122,629049,1,2,1,0,6,32000,32000,4,1,0,0
62904900165,449010.5926,4631095.914,629049,165,629049,1,2,1,0,6,32000,32000,4,1,0,0
62904900189,444126.5528,4646845.995,629049,189,629049,1,2,1,0,6,32000,32000,4,1,0,0
62904900191,442522.1913,4630081,629049,191,629049,1,2,1,0,6,32000,32000,4,1,0,0
62916900050,437352.6748,4643026.453,629169,50,629169,1,2,1,0,6,60300,60000,4,4,0,0
62916900104,440338.5212,4642574.322,629169,104,629169,1,2,1,0,6,60300,60000,4,4,0,0
62916900184,454541.5086,4618843.861,629169,184,629169,1,2,1,0,6,60300,60000,4,4,0,0
62939600049,442724.1703,4628067.898,629396,49,629396,3,2,2,0,3,110200,110200,4,5,0,0
62939600097,442803.7457,4641197.509,629396,97,629396,3,2,2,0,3,110200,110200,4,5,0,0
62939600173,444599.4838,4620230.212,629396,173,629396,3,2,2,0,3,110200,110200,4,5,0,0
62939600222,444556.914,4620331.318,629396,222,629396,3,2,2,0,3,110200,110200,4,5,0,0
62943700032,445816.0159,4619279.514,629437,32,629437,4,2,2,0,1,119000,119000,2,3,0,0
62943700051,444824.6961,4620450.276,629437,51,629437,4,2,2,0,1,119000,119000,2,3,0,0
62943700096,444370.7414,4620554.493,629437,96,629437,4,2,2,0,1,119000,119000,2,3,0,0
62943700123,444475.8368,4620419.186,629437,123,629437,4,2,2,0,1,119000,119000,2,3,0,0
62943700155,443515.173,4614945.567,629437,155,629437,4,2,2,0,1,119000,119000,2,3,0,0
62967700012,443705.9977,4626620.42,629677,12,629677,5,2,2,0,1,130000,130000,3,4,0,0
62967700031,446793.9341,4639072.175,629677,31,629677,5,2,2,0,1,130000,130000,3,4,0,0
62967700101,445072.8373,4626104.368,629677,101,629677,5,2,2,0,1,130000,130000,3,4,0,0
62967700103,445628.4682,4626158.248,629677,103,629677,5,2,2,0,1,130000,130000,3,4,0,0
62972400074,446848.9804,4626734.555,629724,74,629724,0,0,0,0,0,0,0,0,0,0,0
62988000042,444711.4142,4620585.503,629880,42,629880,1,2,1,29,6,29000,29000,4,1,0,0
63009100047,446712.7387,4627298.883,630091,47,630091,1,2,0,0,6,38400,38400,4,6,0,0
63013000009,445310.8238,4622310.507,630130,9,630130,1,2,1,27,4,36200,35000,4,3,0,0
63022600004,445888.9649,4623013.209,630226,4,630226,1,2,1,10,4,200000,200000,4,1,0,0
63022600044,446536.7778,4622679.202,630226,44,630226,1,2,1,10,4,200000,200000,4,1,0,0
63022600129,444315.7424,4626546.022,630226,129,630226,1,2,1,10,4,200000,200000,4,1,0,0
63022600131,443728.6171,4624591.068,630226,131,630226,1,2,1,10,4,200000,200000,4,1,0,0
63022600186,450073.2139,4623144.186,630226,186,630226,1,2,1,10,4,200000,200000,4,1,0,0
63024400159,446557.0159,4621370.244,630244,159,630244,8,2,5,0,1,108990,108890,2,4,0,0
63050000000,446393.3567,4625765.728,630500,0,630500,2,2,2,22,7,108900,108900,4,2,0,0
63050000044,445559.3029,4623813.436,630500,44,630500,2,2,2,22,7,108900,108900,4,2,0,0
63050000169,447266.5953,4626568.423,630500,169,630500,2,2,2,22,7,108900,108900,4,2,0,0
63081400125,447210.0816,4621001.569,630814,125,630814,0,0,0,0,0,0,0,0,0,0,0
63102500001,447419.4089,4626748.582,631025,1,631025,4,2,3,0,1,2600,2600,2,2,0,0
63133100001,444158.5513,4627406.274,631331,1,631331,4,1,2,19,1,50000,50000,1,1,0,0
63178900055,443998.3243,4624561.705,631789,55,631789,1,2,1,0,4,52000,52000,4,4,0,0
63186900097,449294.5596,4623914.96,631869,97,631869,3,1,2,0,1,84200,82400,4,7,0,0
63218600115,448998.2601,4624107.215,632186,115,632186,2,2,1,0,3,109250,109000,2,3,0,0
63218600236,446374.649,4622812.624,632186,236,632186,2,2,1,0,3,109250,109000,2,3,0,0
63218600258,445304.8191,4627040.951,632186,258,632186,2,2,1,0,3,109250,109000,2,3,0,0
63236200128,446038.072,4621864.356,632362,128,632362,2,2,2,0,1,105000,105000,4,3,0,0
63249400025,450553.7017,4623418.115,632494,25,632494,1,2,0,16,4,71000,71000,4,1,0,0
63249400027,450823.0137,4624163.065,632494,27,632494,1,2,0,16,4,71000,71000,4,1,0,0
63249400041,446442.1481,4618566.65,632494,41,632494,1,2,0,16,4,71000,71000,4,1,0,0
63330200094,442254.8053,4625082.336,633302,94,633302,0,0,0,0,0,0,0,0,0,0,0
63372100110,443301.7409,4624326.292,633721,110,633721,4,2,2,0,1,74000,74000,3,4,0,0
63373400053,444399.394,4617484.103,633734,53,633734,1,2,0,30,4,47400,47400,4,1,0,0
63383400003,450006.6005,4629241.684,633834,3,633834,2,2,0,0,5,0,0,4,3,0,0
63407700078,444640.4556,4625768.594,634077,78,634077,0,0,0,0,0,0,0,0,0,0,0
63444600056,442113.9501,4631551.247,634446,56,634446,2,2,2,0,1,82000,32000,4,1,0,0
63531500015,439027.529,4634593.611,635315,15,635315,1,2,0,0,0,0,0,0,3,0,0
63549800005,444764.5866,4626972.711,635498,5,635498,0,0,0,0,0,0,0,0,0,0,0
63573900009,441951.7672,4625136.932,635739,9,635739,0,0,0,0,0,0,0,0,0,0,0
63573900032,443944.0768,4624857.165,635739,32,635739,0,0,0,0,0,0,0,0,0,0,0
63586700116,445401.7452,4623558.555,635867,116,635867,4,2,3,16,2,56300,56300,4,4,0,0
63632200038,446152.7147,4622872.074,636322,38,636322,0,0,0,0,0,0,0,0,0,0,0
63649900036,445033.0352,4621960.937,636499,36,636499,3,2,2,0,1,40800,40800,4,6,0,0
63649900071,444569.8261,4617328.129,636499,71,636499,3,2,2,0,1,40800,40800,4,6,0,0
63649900087,446930.1069,4616363.726,636499,87,636499,3,2,2,0,1,40800,40800,4,6,0,0
63663500000,444628.5059,4618495.795,636635,0,636635,0,0,0,0,0,0,0,0,0,0,0
63663500039,446172.2619,4627784.48,636635,39,636635,0,0,0,0,0,0,0,0,0,0,0
63666000116,446803.2086,4621718.484,636660,116,636660,2,2,0,16,5,145000,120000,4,2,0,0
63666000191,449587.8105,4623753.593,636660,191,636660,2,2,0,16,5,145000,120000,4,2,0,0
63678700215,448344.9986,4638847.785,636787,215,636787,4,2,1,0,1,358000,165000,1,4,0,0
63722700000,442477.365,4626628.655,637227,0,637227,2,2,1,33,7,51100,51000,4,1,4,0
63740400115,442702.2337,4617840.514,637404,115,637404,3,2,2,0,1,80000,80000,1,3,0,0
63775000045,443557.532,4641601.453,637750,45,637750,1,2,1,0,4,35000,35000,4,4,0,0
63775000058,440122.2875,4639615.366,637750,58,637750,1,2,1,0,4,35000,35000,4,4,0,0
63783100036,439862.1654,4626235.782,637831,36,637831,4,2,2,0,1,34200,34200,2,3,0,0
63783100058,432696.6865,4648741.719,637831,58,637831,4,2,2,0,1,34200,34200,2,3,0,0
63794000028,442975.4219,4614599.801,637940,28,637940,1,2,1,17,4,64300,62000,4,1,0,0
63794000092,431384.6938,4647286.341,637940,92,637940,1,2,1,17,4,64300,62000,4,1,0,0
63807000052,429455.6195,4644973.44,638070,52,638070,1,2,1,0,6,62800,60000,4,5,0,0
63822700153,444875.0722,4646508.756,638227,153,638227,3,1,2,0,2,65000,65000,1,3,2,0
63822700286,435188.5814,4627739.135,638227,286,638227,3,1,2,0,2,65000,65000,1,3,2,0
63822700303,441150.5606,4648507.284,638227,303,638227,3,1,2,0,2,65000,65000,1,3,2,0
63825000201,444240.6278,4631248.116,638250,201,638250,2,2,1,0,5,152600,152000,4,2,0,0
63825000259,441826.5575,4631303.219,638250,259,638250,2,2,1,0,5,152600,152000,4,2,0,0
63944900002,447260.2059,4643787.983,639449,2,639449,1,2,1,0,4,25000,25000,4,5,0,0
63944900021,438411.9431,4625630.989,639449,21,639449,1,2,1,0,4,25000,25000,4,5,0,0
63944900051,443519.1408,4624218.622,639449,51,639449,1,2,1,0,4,25000,25000,4,5,0,0
63944900125,440509.3177,4634657.312,639449,125,639449,1,2,1,0,4,25000,25000,4,5,0,0
63996900044,448254.5663,4627429.276,639969,44,639969,0,0,0,0,0,0,0,0,0,0,0
63996900102,455292.0424,4621801.026,639969,102,639969,0,0,0,0,0,0,0,0,0,0,0
63996900130,449833.0384,4628798.6,639969,130,639969,0,0,0,0,0,0,0,0,0,0,0
63996900140,447851.612,4617603.006,639969,140,639969,0,0,0,0,0,0,0,0,0,0,0
63996900163,446765.9208,4623941.448,639969,163,639969,0,0,0,0,0,0,0,0,0,0,0
63999600020,448679.2506,4630305.727,639996,20,639996,10,2,3,4,3,168600,148600,4,5,0,0
63999600073,448050.8125,4625853.403,639996,73,639996,10,2,3,4,3,168600,148600,4,5,0,0
63999600086,447326.8518,4616949.003,639996,86,639996,10,2,3,4,3,168600,148600,4,5,0,0
64001600144,446671.5585,4623531.565,640016,144,640016,1,2,2,11,4,79000,79000,4,5,0,0
64001600190,449832.6308,4622014.6,640016,190,640016,1,2,2,11,4,79000,79000,4,5,0,0
64040600030,453254.8158,4622480.238,640406,30,640406,5,1,0,101,3,15300,15300,2,4,0,0
64040600096,443853.0185,4625594.349,640406,96,640406,5,1,0,101,3,15300,15300,2,4,0,0
64044000079,450482.8431,4630144.628,640440,79,640440,2,2,0,0,1,72000,72000,4,7,0,0
64077100055,444810.4876,4622584.253,640771,55,640771,1,2,1,76,6,25200,25000,4,3,0,0
64077100100,444919.7709,4626089.277,640771,100,640771,1,2,1,76,6,25200,25000,4,3,0,0
64114800069,437532.7436,4639048.433,641148,69,641148,2,2,1,0,3,29300,29300,4,4,0,0
64138800036,435846.4235,4635774.515,641388,36,641388,2,2,0,34,3,25200,25200,2,5,0,0
64139500035,445785.7092,4621331.173,641395,35,641395,0,0,0,0,0,0,0,0,0,0,0
64139500077,444466.7746,4622852.68,641395,77,641395,0,0,0,0,0,0,0,0,0,0,0
64144800075,445457.2163,4621056.193,641448,75,641448,2,2,2,0,1,45400,33400,4,7,0,0
64155500252,446212.5328,4619464.654,641555,252,641555,2,2,0,0,1,44400,44100,4,1,0,0
64199500054,448137.799,4626989.998,641995,54,641995,5,1,1,46,1,21300,21300,3,4,0,0
64206100020,447887.9103,4614319.558,642061,20,642061,1,2,1,32,6,34000,34000,4,1,0,0
64223300016,439578.7219,4633593.171,642233,16,642233,3,2,2,0,1,52000,52000,2,6,0,0
64241200090,448139.4118,4623751.038,642412,90,642412,0,0,0,0,0,0,0,0,0,0,0
64268100095,436938.2114,4637961.926,642681,95,642681,2,2,0,0,1,10500,10500,4,6,0,0
64268100116,446907.4128,4615236.142,642681,116,642681,2,2,0,0,1,10500,10500,4,6,0,0
64268100179,448476.5252,4631772.02,642681,179,642681,2,2,0,0,1,10500,10500,4,6,0,0
64269100006,446662.9151,4621340.902,642691,6,642691,4,1,1,47,3,30000,30000,2,2,0,0
64269100017,438128.482,4637706.562,642691,17,642691,4,1,1,47,3,30000,30000,2,2,0,0
64269100163,446382.2508,4617301.495,642691,163,642691,4,1,1,47,3,30000,30000,2,2,0,0
64290100009,440045.5759,4639103.525,642901,9,642901,3,2,3,0,1,75750,75750,4,6,0,0
64290100201,444296.5565,4622922.628,642901,201,642901,3,2,3,0,1,75750,75750,4,6,0,0
64290100212,435948.9133,4639508.251,642901,212,642901,3,2,3,0,1,75750,75750,4,6,0,0
64290100365,445071.4302,4621306.349,642901,365,642901,3,2,3,0,1,75750,75750,4,6,0,0
64295600043,442695.8841,4624169.295,642956,43,642956,5,1,1,0,2,26000,26000,3,4,2,0
64295600086,441156.0667,4627681.674,642956,86,642956,5,1,1,0,2,26000,26000,3,4,2,0
64352200064,439450.87,4621211.952,643522,64,643522,0,0,0,0,0,0,0,0,0,0,0
64352200065,443246.4976,4650676.678,643522,65,643522,0,0,0,0,0,0,0,0,0,0,0
64359800110,447836.9457,4639749.927,643598,110,643598,3,2,1,0,3,44000,44000,3,3,0,0
64359800142,436066.2485,4645653.935,643598,142,643598,3,2,1,0,3,44000,44000,3,3,0,0
64386900067,429466.7481,4644889.683,643869,67,643869,3,2,3,18,5,170000,170000,4,1,0,0
64419000040,448039.1298,4639372.705,644190,40,644190,1,2,0,89,6,10000,10000,4,3,0,0
64454600062,443574.8583,4642472.525,644546,62,644546,2,2,2,0,1,49000,49000,4,5,0,0
64454900070,451244.1294,4628128.385,644549,70,644549,4,1,0,28,3,36400,36400,2,3,0,0
64454900205,448501.3585,4638567.531,644549,205,644549,4,1,0,28,3,36400,36400,2,3,0,0
64454900259,439425.8986,4624597.809,644549,259,644549,4,1,0,28,3,36400,36400,2,3,0,0
64461400054,448544.03,4614997.463,644614,54,644614,2,2,1,0,1,34200,15600,4,7,0,0
64461400070,443922.5058,4627333.857,644614,70,644614,2,2,1,0,1,34200,15600,4,7,0,0
64466700040,448218.3256,4631286.322,644667,40,644667,1,2,1,0,4,56000,55000,4,1,0,0
64478400003,448092.7703,4631962.252,644784,3,644784,3,2,1,101,5,9500,6500,4,1,0,0
64492400153,443745.2631,4635832.348,644924,153,644924,4,1,2,0,1,51030,51000,1,2,0,0
64492400163,446514.5837,4644962.285,644924,163,644924,4,1,2,0,1,51030,51000,1,2,0,0
64510900009,448351.9933,4631868.767,645109,9,645109,1,2,0,40,4,20000,20000,4,2,0,0
64510900027,448270.3702,4631979.884,645109,27,645109,1,2,0,40,4,20000,20000,4,2,0,0
64510900034,444376.0811,4635835.012,645109,34,645109,1,2,0,40,4,20000,20000,4,2,0,0
64581400003,443357.3667,4635852.126,645814,3,645814,6,2,3,11,1,66600,66600,1,1,0,0
64581400009,451869.2127,4627324.69,645814,9,645814,6,2,3,11,1,66600,66600,1,1,0,0
64607400060,447300.1924,4632523.817,646074,60,646074,6,2,1,0,3,73500,73500,1,3,4,0
64615300046,451412.9721,4626353.979,646153,46,646153,2,2,2,0,1,70000,70000,4,6,0,0
64615300090,445533.6795,4635899.464,646153,90,646153,2,2,2,0,1,70000,70000,4,6,0,0
64630400189,448368.6016,4636017.429,646304,189,646304,1,2,0,20,4,60010,60000,4,5,0,0
64633400035,448284.9756,4631631.791,646334,35,646334,1,2,0,69,6,13100,13100,4,2,0,0
64633400127,446527.3386,4636324.436,646334,127,646334,1,2,0,69,6,13100,13100,4,2,0,0
64636000077,449108.5848,4632298.674,646360,77,646360,0,0,0,0,0,0,0,0,0,0,0
64636000142,448633.5004,4636477.137,646360,142,646360,0,0,0,0,0,0,0,0,0,0,0
64636000146,449831.0991,4626263.408,646360,146,646360,0,0,0,0,0,0,0,0,0,0,0
64661300065,444855.8979,4635708.064,646613,65,646613,5,2,2,0,1,30750,30750,3,4,0,0
64661300168,451528.6822,4627296.502,646613,168,646613,5,2,2,0,1,30750,30750,3,4,0,0
64664100064,448292.2241,4631333.302,646641,64,646641,1,2,1,0,4,18000,18000,4,6,0,0
64664100142,449818.9643,4626703.198,646641,142,646641,1,2,1,0,4,18000,18000,4,6,0,0
64668200117,448259.0343,4631441.411,646682,117,646682,2,2,2,25,5,37000,22000,4,2,2,0
64669600031,443101.5345,4623819.228,646696,31,646696,2,2,2,0,1,100000,100000,4,7,0,0
64705000096,441535.1395,4631538.862,647050,96,647050,4,2,5,18,3,54000,54000,2,1,0,0
64706000024,439276.2392,4645116.342,647060,24,647060,1,2,1,20,4,49000,44000,4,2,0,0
64706000089,444485.3294,4618565.871,647060,89,647060,1,2,1,20,4,49000,44000,4,2,0,0
64760800038,443172.5601,4637948.097,647608,38,647608,0,0,0,0,0,0,0,0,0,0,0
64766800056,445349.4242,4629804.593,647668,56,647668,3,2,1,33,3,22000,22000,1,3,0,0
64778800026,437547.1075,4627735.308,647788,26,647788,1,2,0,28,4,64000,64000,4,1,0,0
64778800086,445017.8109,4650270.862,647788,86,647788,1,2,0,28,4,64000,64000,4,1,0,0
64822200056,441556.326,4641493.508,648222,56,648222,1,2,0,66,4,14000,14000,4,2,0,0
64839000042,444571.1878,4650196.787,648390,42,648390,3,2,2,0,1,454000,454000,2,4,0,0
64847700008,443673.597,4650922.588,648477,8,648477,1,2,1,24,6,35000,35000,4,1,0,0
64848900041,440253.6574,4629052.218,648489,41,648489,2,2,2,0,1,149700,149700,4,5,0,0
64906800063,443873.6306,4630861.629,649068,63,649068,4,2,2,0,1,73000,73000,2,4,0,0
64906800105,437852.4749,4628375.828,649068,105,649068,4,2,2,0,1,73000,73000,2,4,0,0
64906800154,443194.2542,4641421.798,649068,154,649068,4,2,2,0,1,73000,73000,2,4,0,0
64906800182,442638.8913,4629585.113,649068,182,649068,4,2,2,0,1,73000,73000,2,4,0,0
64911300037,447955.1064,4637953.728,649113,37,649113,1,2,1,0,6,19260,19200,4,7,0,0
64966200242,437091.2419,4643145.944,649662,242,649662,1,2,1,10,4,175000,175000,4,3,0,0
64966200257,439338.1553,4639500.191,649662,257,649662,1,2,1,10,4,175000,175000,4,3,0,0
64995400011,441645.3664,4642404.234,649954,11,649954,1,2,1,0,6,84000,84000,4,3,0,0
64995400033,442506.9189,4641279.892,649954,33,649954,1,2,1,0,6,84000,84000,4,3,0,0
65002800013,442108.9014,4616207.887,650028,13,650028,2,2,2,0,1,74000,74000,4,4,0,0
65002800063,455629.5983,4616853.244,650028,63,650028,2,2,2,0,1,74000,74000,4,4,0,0
65003900115,437150.7251,4647578.427,650039,115,650039,4,1,2,15,1,74000,74000,1,3,0,0
65003900138,442500.0671,4640126.62,650039,138,650039,4,1,2,15,1,74000,74000,1,3,0,0
65016300017,444097.92,4631484.449,650163,17,650163,1,2,0,0,0,0,0,0,3,0,0
65050600067,440437.7807,4621072.917,650506,67,650506,2,2,1,0,1,36900,36900,4,5,0,0
65051600069,438758.4301,4624789.445,650516,69,650516,0,0,0,0,0,0,0,0,0,0,0
65051600102,441582.9395,4616936.296,650516,102,650516,0,0,0,0,0,0,0,0,0,0,0
65062000111,437631.3275,4644379.213,650620,111,650620,1,2,1,20,6,17000,17000,4,4,0,0
65070900008,436935.1816,4646674.72,650709,8,650709,2,2,1,20,3,48000,48000,4,1,0,0
65073300130,434153.4074,4625174.443,650733,130,650733,3,2,3,0,1,51200,51200,1,4,0,0
65105300138,439381.8033,4649188.792,651053,138,651053,0,0,0,0,0,0,0,0,0,0,0
65110300126,432907.0153,4649075.531,651103,126,651103,4,2,2,0,3,72600,71200,4,5,0,0
65149500100,440848.8172,4643198.479,651495,100,651495,1,2,1,0,4,151150,26000,4,7,0,0
65164300128,442571.2575,4648147.913,651643,128,651643,1,2,1,0,6,19200,19200,4,3,0,0
65166200029,438739.6668,4646101.539,651662,29,651662,5,2,1,0,1,36200,36200,4,7,0,0
65166200050,448830.4861,4614606.995,651662,50,651662,5,2,1,0,1,36200,36200,4,7,0,0
65166200078,449790.979,4622388.612,651662,78,651662,5,2,1,0,1,36200,36200,4,7,0,0
65166200136,435973.931,4638541.033,651662,136,651662,5,2,1,0,1,36200,36200,4,7,0,0
65188100001,445921.7873,4625861.752,651881,1,651881,4,2,1,56,1,26400,26400,1,1,0,0
65188100062,446166.18,4626059.652,651881,62,651881,4,2,1,56,1,26400,26400,1,1,0,0
65188700014,447204.866,4619254.54,651887,14,651887,1,2,0,86,6,24000,24000,4,3,0,0
65209600174,447436.5554,4614906.731,652096,174,652096,1,2,1,13,4,50000,50000,4,3,0,0
65209600182,447573.4943,4616955.644,652096,182,652096,1,2,1,13,4,50000,50000,4,3,0,0
65209600218,449149.5591,4617511.214,652096,218,652096,1,2,1,13,4,50000,50000,4,3,0,0
65209600270,446273.7749,4621233.575,652096,270,652096,1,2,1,13,4,50000,50000,4,3,0,0
65274600016,450218.6313,4622218.933,652746,16,652746,2,2,1,0,2,150000,150000,4,3,0,0
65323000155,450606.7016,4623809.879,653230,155,653230,2,2,2,0,1,75000,45000,4,4,0,0
65355900158,444226.2296,4622878.855,653559,158,653559,0,0,0,0,0,0,0,0,0,0,0
65359800042,449618.3001,4629487.733,653598,42,653598,3,2,2,9,3,108300,108300,2,3,0,0
65359800101,449911.8074,4610818.095,653598,101,653598,3,2,2,9,3,108300,108300,2,3,0,0
65359800104,445704.8004,4623692.441,653598,104,653598,3,2,2,9,3,108300,108300,2,3,0,0
65359800205,451373.5669,4626255.693,653598,205,653598,3,2,2,9,3,108300,108300,2,3,0,0
65362500044,450816.0299,4620951.334,653625,44,653625,1,2,1,0,4,70200,70000,4,3,0,0
65380700018,446197.399,4627223.674,653807,18,653807,0,0,0,0,0,0,0,0,0,0,0
65380700045,443994.2468,4614709.356,653807,45,653807,0,0,0,0,0,0,0,0,0,0,0
65380700100,445627.5938,4619643.417,653807,100,653807,0,0,0,0,0,0,0,0,0,0,0
65380700152,446033.4298,4621293.667,653807,152,653807,0,0,0,0,0,0,0,0,0,0,0
65401100001,442182.7844,4632642.975,654011,1,654011,2,2,2,28,1,33800,33800,4,2,0,0
65401100031,452686.0834,4623733.033,654011,31,654011,2,2,2,28,1,33800,33800,4,2,0,0
65407400007,447036.0551,4620002.494,654074,7,654074,1,2,2,23,4,40000,40000,4,6,0,0
65407400096,449986.558,4621738.722,654074,96,654074,1,2,2,23,4,40000,40000,4,6,0,0
65421300031,449298.1536,4621887.009,654213,31,654213,2,2,1,0,7,78000,78000,4,3,3,0
65440600090,442064.632,4632552.73,654406,90,654406,1,2,1,0,6,60000,60000,4,6,0,0
65469800023,453277.2676,4621582.758,654698,23,654698,2,2,0,61,3,20000,20000,4,3,0,0
65469800029,447851.969,4630933.997,654698,29,654698,2,2,0,61,3,20000,20000,4,3,0,0
65469800108,451699.3253,4626875.585,654698,108,654698,2,2,0,61,3,20000,20000,4,3,0,0
65469800144,451329.6656,4624644.178,654698,144,654698,2,2,0,61,3,20000,20000,4,3,0,0
65469800165,447124.3625,4623555.444,654698,165,654698,2,2,0,61,3,20000,20000,4,3,0,0
65469800219,445059.0337,4620908.579,654698,219,654698,2,2,0,61,3,20000,20000,4,3,0,0
65474900054,449027.2466,4620915.461,654749,54,654749,1,2,1,34,4,25500,25500,4,1,0,0
65476000148,448141.2824,4615044.406,654760,148,654760,4,2,1,26,1,34400,34400,2,5,0,0
65483400021,442755.4068,4632086.046,654834,21,654834,2,2,1,17,7,59000,59000,4,3,4,0
